Year,SeqNumber,identity,Yrs_exp,Education,Top_J_Pubs,Ref_J_Pubs,Textbooks,Research_Books,Other_Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure_Req_Lvl,Tenure_Req_A,Tenure_Req_tot,Position,location,pub_prvt,Union,Country,Region,schl_deg,accredit,Accepted_ornot,Tch/Res,%_Summer,%_Budget,tot_J pubs
2002/2003,52,NA,0.5,Phd/DBA,NA,NA,NA,NA,NA,"$120,000","$20,000",2,"$5,000","$5,000",4,NA,NA,NA,Asst,rural,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,53,NA,0.5,Phd/DBA,NA,NA,NA,NA,NA,"$100,000","$15,000",6,"$10,000","$5,000",4,NA,NA,NA,Asst,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2002/2003,54,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$92,500","$10,000",2,"$2,000","$5,000",4,NA,NA,NA,Asst,urban,private,No,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,1,0
2002/2003,55,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$24,444",3,NA,"$4,500",4,NA,NA,NA,Asst,suburban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,0,0
2002/2003,56,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$98,000","$21,777",3,NA,"$8,000",2.7,NA,NA,NA,Asst,urban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2002/2003,57,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$25,000",4,"$4,500","$4,500",2,NA,NA,NA,switched Asst,urban,private,No,USA,US N.E.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,58,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$115,000","$28,000",4,"$6,000","$4,000",2,NA,NA,NA,switched Asst,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,59,yes,10,Phd/DBA,NA,NA,NA,NA,NA,"$89,000","$4,000",1,NA,"$3,000",6,NA,NA,NA,assoc/not tenured,rural,public,No,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),1,0,0
2002/2003,60,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$115,000","$25,555",4,NA,"$10,000",3,NA,NA,NA,switched Asst,urban,public,No,USA,US M.W.,Doctorate,National,might accept,Research (<=4),1,0,0
2002/2003,61,yes,12,Phd/DBA,NA,NA,NA,NA,NA,"$130,000",NA,NA,NA,"$5,000",4,NA,NA,NA,full/chair,suburban,public,No,USA,US S.,Bachelor,National,Have accepted,Research (<=4),0,0,0
2002/2003,62,yes,12,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$14,000",2,"$15,000",NA,4,NA,NA,NA,assoc/not tenured,urban,public,Yes,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,1,0
2002/2003,63,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$90,000","$10,000",3,"$5,000","$7,500",4,NA,NA,NA,Asst,urban,private,No,USA,US N.E.,Doctorate,National,might accept,Research (<=4),1,1,0
2002/2003,64,NA,0,BS/BA,NA,NA,NA,NA,NA,"$42,000",NA,NA,NA,NA,8,NA,NA,NA,instructor,urban,private,No,USA,US W.,Associate,Local,Have accepted,Teach (>4),0,0,0
2002/2003,65,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$90,000","$7,500",NA,NA,NA,6,NA,NA,NA,Asst,urban,public,No,USA,US S.,Masters,NA,Have accepted,Teach (>4),1,0,0
2002/2003,66,yes,11,Phd/DBA,NA,NA,NA,NA,NA,"$102,000","$22,667",1,"$6,500","$5,000",3.4,NA,NA,NA,visitor,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,67,yes,0,Phd/DBA,NA,NA,NA,NA,NA,"$100,800","$22,400",4,"$2,500","$4,000",3.5,NA,NA,NA,Asst,rural,public,NA,USA,US W.,Doctorate,NA,won't accept,Research (<=4),1,1,0
2002/2003,68,yes,0,Phd/DBA,NA,NA,NA,NA,NA,"$106,000","$17,666",4,NA,"$4,000",3.5,NA,NA,NA,Asst,urban,public,NA,USA,US W.,Doctorate,NA,Have accepted,Research (<=4),1,0,0
2002/2003,69,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$100,000","$20,000",3,"$7,000","$6,000",3,NA,NA,NA,Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,70,NA,0,Phd/DBA,NA,NA,NA,NA,NA,"$66,500","$12,500",2,"$10,000","$7,000",3,NA,NA,NA,Asst,rural,public,No,USA,US N.E.,unspecified,National,might accept,Research (<=4),1,1,0
2002/2003,71,NA,7,Phd/DBA,NA,NA,NA,NA,NA,"$103,500",NA,NA,"$4,000",NA,3,NA,NA,NA,assoc/not tenured,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2002/2003,72,NA,4,MBA/MS,NA,NA,NA,NA,NA,"$83,000",NA,NA,NA,NA,6,NA,NA,NA,assoc/not tenured,urban,private,No,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),0,0,0
2002/2003,73,NA,6,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$18,000",2,NA,"$6,000",4,NA,NA,NA,associate/tenure,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2002/2003,74,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$100,000","$22,222",3,"$3,000","$10,000",4,NA,NA,NA,switched Asst,suburban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,75,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$50,000",NA,NA,"$3,000","$5,000",4,NA,NA,NA,switched Asst,urban,public,NA,NZ,NA,Doctorate,NA,won't accept,Research (<=4),0,1,0
2002/2003,76,yes,3,Phd/DBA,NA,NA,NA,NA,NA,"$92,500","$10,278",3,"$4,000","$5,000",4,NA,NA,NA,switched Asst,urban,private,No,USA,US N.E.,Masters,NA,won't accept,Research (<=4),1,1,0
2002/2003,77,NA,2,BS/BA,NA,NA,NA,NA,NA,"$45,000",NA,NA,"$3,000",NA,9,NA,NA,NA,instructor,suburban,private,No,USA,US W.,Masters,Regional,might accept,Teach (>4),0,1,0
2002/2003,78,yes,NA,Phd/DBA,NA,NA,NA,NA,NA,"$145,000","$8,000",2,NA,"$10,000",4,NA,NA,NA,full/chair,urban,private,No,USA,US W.,Masters,National,won't accept,Research (<=4),1,0,0
2002/2003,79,NA,3,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$12,000",3,"$3,500","$2,000",4,NA,NA,NA,switched Asst,urban,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,80,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$85,000",NA,NA,NA,NA,6,NA,NA,NA,full/chair,rural,private,No,Germany,NA,Doctorate,National,might accept,Teach (>4),0,0,0
2002/2003,81,yes,0,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$20,000",3,"$5,000","$8,000",3,NA,NA,NA,Asst,suburban,public,No,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,82,yes,0.5,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$15,000",3,"$10,000","$8,000",3,NA,NA,NA,Asst,urban,public,No,United Kingdom,NA,Doctorate,National,won't accept,Research (<=4),1,1,0
2002/2003,83,yes,0.5,Phd/DBA,NA,NA,NA,NA,NA,"$95,000","$25,000",5,"$10,000",NA,1,NA,NA,NA,Asst,urban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2002/2003,84,NA,3,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$35,000",NA,"$4,000","$8,000",3,NA,NA,NA,Asst,urban,NA,NA,USA,US S.,Doctorate,unspecified,unspecified,Research (<=4),1,1,0
2002/2003,85,yes,29,Phd/DBA,NA,NA,NA,NA,NA,"$130,000",NA,NA,NA,"$5,000",2,NA,NA,NA,full/chair,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Research (<=4),0,0,0
2002/2003,86,yes,29,Phd/DBA,NA,NA,NA,NA,NA,"$100,000",NA,NA,NA,NA,6,NA,NA,NA,full/chair,suburban,private,NA,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,0,0
2002/2003,87,yes,29,Phd/DBA,NA,NA,NA,NA,NA,"$100,000",NA,NA,NA,NA,6,NA,NA,NA,full/chair,urban,private,No,USA,US N.E.,Doctorate,National,won't accept,Teach (>4),0,0,0
2002/2003,88,NA,1,Phd/DBA,NA,NA,NA,NA,NA,"$101,250","$11,250",2,NA,"$2,000",4,NA,NA,NA,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2002/2003,89,NA,3,Phd/DBA,NA,NA,NA,NA,NA,"$94,000",NA,NA,"$4,000","$1,000",4,NA,NA,NA,switched Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,1,0
2002/2003,90,yes,2,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$20,000",3,"$2,000","$5,000",4,NA,NA,NA,Asst,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,0
2003/2004,1,yes,6,Phd/DBA,2,9,0,0,0,"$98,000","$12,000",3,"$3,000","$7,500",5,2,1,8,switched Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,11
2003/2004,2,yes,6,Phd/DBA,2,9,0,0,0,"$85,000","$9,300",2,"$3,000","$6,500",5,2,0,6,switched Asst,rural,public,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),1,1,11
2003/2004,3,yes,4,Phd/DBA,0,3,0,0,0,"$90,000","$9,000",3,"$4,000","$8,000",5,2,0,7,Asst,urban,private,No,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,1,3
2003/2004,4,yes,4,Phd/DBA,0,3,0,0,0,"$90,000","$15,000",1,"$4,000","$2,500",6,2,0,7,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,3
2003/2004,5,NA,14,Phd/DBA,14,0,0,0,0,"$103,000",NA,NA,NA,"$6,000",9,2,2,7,associate/tenure,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,0,14
2003/2004,6,NA,1,Phd/DBA,0,3,0,0,2,"$90,000",NA,NA,NA,NA,3,2,3,6,Asst,rural,public,NA,USA,US M.W.,Masters,National,might accept,Research (<=4),0,0,3
2003/2004,7,yes,3,Phd/DBA,0,1,0,0,3,"$102,000","$21,000",3,"$10,000","$6,000",4,2,3,8,Asst,suburban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2003/2004,8,yes,3,Phd/DBA,0,1,0,0,3,"$99,500","$19,950",2,"$3,000","$4,000",4,2,2,6,Asst,suburban,private,NA,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,1,1
2003/2004,9,yes,2,Phd/DBA,0,1,0,0,1,"$90,000","$10,000",2,"$1,500","$10,000",4,1,0,5,Asst,rural,public,No,USA,US M.W.,Bachelor,National,Have accepted,Research (<=4),1,1,1
2003/2004,10,NA,0,MBA/MS,0,0,0,0,0,"$70,000",NA,NA,NA,NA,18,NA,NA,NA,instructor,urban,public,No,USA,US S.,Associate,Regional,might accept,Teach (>4),0,0,0
2003/2004,11,yes,2,Phd/DBA,0,1,0,0,1,"$85,000","$5,000",2,NA,"$5,000",5,2,2,5,Asst,rural,public,NA,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,0,1
2003/2004,12,NA,2,Phd/DBA,0,2,0,0,12,"$97,000","$20,000",3,NA,NA,4,3,5,5,Asst,urban,private,No,USA,US S.,NA,National,Have accepted,Research (<=4),1,0,2
2003/2004,13,yes,12,Phd/DBA,0,4,0,0,4,"$91,500","$11,438",1,"$1,500","$3,000",4,2,2,6,switched Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,4
2003/2004,14,yes,1,Phd/DBA,0,2,0,0,8,"$78,500","$12,000",2,"$1,700","$4,000",6,1,0,3,Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,2
2003/2004,15,NA,1,Phd/DBA,1,0,0,0,6,"$105,000","$23,000",2,"$3,500","$7,000",4,2,NA,NA,Asst,urban,NA,NA,USA,US W.,Doctorate,NA,Have accepted,Research (<=4),1,1,1
2003/2004,16,yes,1,Phd/DBA,0,2,0,0,8,"$90,000","$10,000",1,NA,"$5,000",4,2,NA,NA,Asst,rural,private,NA,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,0,2
2003/2004,17,yes,2,Phd/DBA,2,0,0,0,0,"$110,000","$24,444",3,"$3,000","$5,000",4,2,2,8,Asst,rural,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,2
2003/2004,18,yes,2,Phd/DBA,2,0,0,0,0,"$103,000","$22,889",3,"$3,000","$5,000",3,2,4,8,Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2003/2004,19,yes,2,Phd/DBA,2,0,0,0,0,"$93,000","$20,667",3,"$3,000","$5,000",4,1,1,6,Asst,rural,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,2
2003/2004,20,NA,3,Phd/DBA,1,2,0,0,0,"$98,000","$11,760",1,NA,NA,4,2,3,10,Asst,suburban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,3
2003/2004,21,yes,3,MBA/MS,0,1,0,0,1,"$52,000",NA,NA,"$3,000",NA,4,NA,NA,NA,instructor,urban,NA,NA,Australia,NA,Doctorate,NA,Have accepted,Research (<=4),0,1,1
2003/2004,22,yes,15,Phd/DBA,0,6,0,0,7,"$87,000","$10,800",2,"$1,000",NA,3,1,0,5,switched Asst,suburban,public,X,USA,US S.,unspecified,National,Have accepted,Research (<=4),1,1,6
2003/2004,23,NA,9,BS/BA,1,3,0,0,6,"$100,000","$14,000",2,"$2,000","$8,000",4,1,NA,NA,switched Asst,suburban,private,No,USA,US M.W.,Masters,National,might accept,Research (<=4),1,1,4
2003/2004,24,NA,9,BS/BA,1,3,0,0,6,"$100,000","$14,000",2,"$2,000","$8,000",4,1,NA,NA,switched Asst,suburban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,4
2003/2004,25,yes,3,Phd/DBA,0,1,0,0,0,"$80,000",NA,NA,"$2,000","$2,000",6,1,0,5,Asst,suburban,public,X,USA,US W.,Masters,none,Have accepted,Teach (>4),0,1,1
2003/2004,26,yes,5,Phd/DBA,0,3,0,0,0,"$85,000",NA,NA,NA,NA,5,2,NA,NA,switched Asst,suburban,public,NA,USA,US M.W.,Doctorate,NA,unspecified,Teach (>4),0,0,3
2003/2004,27,NA,1,Phd/DBA,1,1,0,0,4,"$115,000","$25,555",3,"$3,000","$8,000",3,2,5.5,10,Asst,urban,public,NA,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2003/2004,28,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$98,000","$12,250",2,"$5,000","$2,000",4,2,3,6,Asst,suburban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2003/2004,29,NA,0,Phd/DBA,1,14,0,0,0,"$110,000","$25,000",3,"$3,000","$3,500",4,3,5,10,Asst,suburban,public,No,USA,US S.,Doctorate,National,might accept,Research (<=4),1,1,15
2003/2004,30,NA,0,Phd/DBA,1,14,0,0,0,"$110,000","$25,000",3,"$3,000","$3,500",4,3,5,10,Asst,suburban,public,No,USA,US S.,Doctorate,National,might accept,Research (<=4),1,1,15
2003/2004,31,yes,1,Phd/DBA,1,9,0,0,0,"$103,000","$23,000",3,"$5,000","$8,000",3,2,5,10,Asst,suburban,public,No,USA,US W.,Doctorate,National,might accept,Research (<=4),1,1,10
2003/2004,32,NA,2,Phd/DBA,1,1,0,0,0,"$112,500","$15,000",3,"$5,000","$6,000",3,NA,4,10,Asst,urban,mixed,NA,USA,NA,Masters,National,won't accept,Research (<=4),1,1,2
2003/2004,33,NA,2,Phd/DBA,1,1,0,0,0,"$110,000","$15,000",3,"$10,000","$10,000",4,3,2,6,Asst,urban,private,NA,USA,NA,Masters,National,Have accepted,Research (<=4),1,1,2
2003/2004,34,yes,0.5,Phd/DBA,0,1,0,0,5,"$84,000",NA,NA,"$3,000","$3,000",5,1,0,4,Asst,rural,public,NA,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,1
2003/2004,35,yes,1,Phd/DBA,0,2,0,0,8,"$97,000","$21,555",3,NA,"$2,000",4,2,4,10,Asst,urban,mixed,NA,USA,US M.W.,Masters,National,might accept,Research (<=4),1,0,2
2003/2004,36,yes,4,Phd/DBA,0,1,0,0,2,"$105,000","$23,000",3,"$1,200","$8,000",4,2,NA,NA,Asst,suburban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2003/2004,37,yes,4,Phd/DBA,0,1,0,0,2,"$103,000","$12,000",3,"$3,000","$5,000",4,2,NA,NA,Asst,urban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,1
2003/2004,38,NA,0,Phd/DBA,1,2,NA,NA,6,"$100,000","$22,500",3,"$4,000",NA,4,2,5,10,Asst,urban,public,No,USA,US S.,Masters,National,might accept,Research (<=4),1,1,3
2003/2004,39,yes,27,Phd/DBA,3,26,0,0,24,"$155,000","$20,000",5,"$5,000","$10,000",3,2,1,8,full/chair,rural,mixed,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,29
2003/2004,40,yes,7,Phd/DBA,2,11,0,2,19,"$108,000","$5,000",2,NA,NA,6,1,0,3,assoc/not tenured,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,13
2003/2004,41,NA,1,Phd/DBA,1,2,NA,NA,NA,"$90,000","$15,000",2,NA,"$5,000",4,NA,NA,NA,visitor,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,0,3
2003/2004,42,NA,1,Phd/DBA,2,2,NA,NA,3,"$87,000","$5,000",1,NA,"$1,000",6,2,1,5,Asst,urban,public,Yes,USA,US S.,Masters,National,might accept,Teach (>4),1,0,4
2003/2004,43,NA,1,Phd/DBA,0,2,0,0,4,"$110,000","$24,400",3,"$2,500","$3,500",3,2,4,8,Asst,rural,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2003/2004,44,NA,1,Phd/DBA,0,1,0,0,2,"$120,000","$13,300",3,NA,"$4,500",4,2,2,5,Asst,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,1
2003/2004,45,yes,4,NA,1,NA,NA,NA,12,"$115,000","$15,000",3,"$6,000","$7,000",3,2,2,6,switched Asst,urban,mixed,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,1
2003/2004,46,yes,7,Phd/DBA,0,0,0,0,3,"$87,500","$10,000",1,"$2,000","$3,000",6,2,1,4,Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,0
2003/2004,47,NA,2,Phd/DBA,0,4,NA,NA,5,"$83,000","$10,000",1,"$2,000","$3,500",5,2,2,6,switched Asst,urban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),1,1,4
2003/2004,48,NA,1,Phd/DBA,NA,NA,NA,NA,7,"$85,000","$6,000",1,"$3,000","$3,000",4,2,2,8,Asst,urban,private,NA,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,0
2003/2004,49,NA,3,NA,0,0,NA,NA,3,"$85,000","$7,650",2,NA,NA,6,1,0,6,Asst,suburban,private,No,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,0,0
2003/2004,50,yes,2,Phd/DBA,NA,1,NA,NA,2,"$90,000",NA,NA,NA,"$10,000",6,2,1,5,Asst,rural,public,No,USA,US M.W.,unspecified,National,won't accept,Teach (>4),0,0,1
2003/2004,51,NA,1,NA,0,1,NA,NA,6,"$85,000",NA,NA,NA,NA,9,1,NA,NA,Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,0,1
2003/2004,52,yes,14,Phd/DBA,NA,NA,NA,NA,NA,"$144,000",NA,NA,"$2,000","$5,000",5,2,NA,NA,assoc/not tenured,urban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,1,0
2003/2004,53,NA,5,Phd/DBA,2,7,0,0,1,"$75,000",NA,NA,$400,NA,3,1,0,5,switched Asst,rural,public,No,USA,US S.,Masters,National,won't accept,Research (<=4),0,1,9
2003/2004,54,NA,5,Phd/DBA,2,7,0,0,1,"$90,000",NA,NA,$400,NA,3,1,0,5,switched Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,1,9
2003/2004,55,NA,3,Phd/DBA,0,1,0,0,10,"$105,000","$23,000",3,NA,"$3,000",6,2,2,5,Asst,NA,public,NA,USA,NA,NA,National,Have accepted,Teach (>4),1,0,1
2003/2004,56,NA,3,Phd/DBA,0,1,0,0,10,"$95,000","$20,000",2,NA,NA,4,2,4,6,Asst,NA,private,NA,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,0,1
2003/2004,57,NA,3,Phd/DBA,0,1,0,0,10,"$80,000",NA,NA,NA,NA,6,1,1,3,Asst,NA,NA,NA,USA,US N.E.,Masters,NA,won't accept,Teach (>4),0,0,1
2003/2004,58,NA,0,Phd/DBA,0,0,0,0,2,"$76,000","$10,000",3,NA,"$6,000",6,2,1,3,Asst,suburban,public,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,0
2003/2004,59,yes,1,Phd/DBA,NA,NA,NA,NA,2,"$48,000",NA,NA,"$12,000","$4,000",2,2,2,6,Asst,urban,public,Yes,Canada,NA,Doctorate,NA,won't accept,Research (<=4),0,1,0
2003/2004,60,yes,1,Phd/DBA,0,0,0,0,2,"$48,000",NA,NA,"$5,000","$10,000",2,2,NA,NA,Asst,urban,public,Yes,New Zealand,NA,Doctorate,NA,Have accepted,Research (<=4),0,1,0
2003/2004,61,NA,10,Phd/DBA,4,25,1,1,30,"$130,000",NA,NA,NA,"$8,000",3,2,NA,NA,full/chair,suburban,mixed,Yes,USA,US M.W.,Masters,National,Have accepted,Research (<=4),0,0,29
2003/2004,62,NA,9,BS/BA,1,6,0,0,0,"$100,000","$10,000",2,"$2,000","$8,000",4,1,0,6,assoc/not tenured,urban,private,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,7
2003/2004,63,yes,0.5,Phd/DBA,NA,2,NA,NA,8,"$62,500",NA,NA,"$2,000",NA,4,2,0,5,Asst,urban,public,Yes,Canada,NA,Doctorate,National,Have accepted,Research (<=4),0,1,2
2003/2004,64,yes,6,Phd/DBA,0,1,0,0,5,"$80,000","$5,000",1,NA,"$2,100",6,2,NA,NA,switched Asst,urban,mixed,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,1
2003/2004,65,NA,1,Phd/DBA,NA,5,NA,NA,10,"$95,000","$7,500",2,NA,"$2,500",6,1,NA,NA,Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,5
2003/2004,66,NA,4,Phd/DBA,0,0,0,0,4,"$82,000","$7,500",2,$750,NA,6,2,4,6,switched Asst,urban,public,Yes,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2003/2004,67,NA,5,Phd/DBA,0,2,1,0,15,"$95,000",NA,NA,"$3,000","$5,000",7,1,0,5,switched Asst,urban,public,Yes,USA,US M.W.,Masters,National,won't accept,Teach (>4),0,1,2
2003/2004,68,NA,5,Phd/DBA,0,2,1,0,15,"$93,000",NA,NA,"$2,000","$6,000",8,2,2,10,switched Asst,suburban,mixed,No,USA,US N.E.,Masters,Regional,Have accepted,Teach (>4),0,1,2
2003/2004,69,NA,5,Phd/DBA,0,2,1,0,15,"$90,000",NA,NA,"$2,000","$4,000",7,2,0,10,switched Asst,suburban,mixed,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,1,2
2003/2004,70,yes,12,Phd/DBA,0,3,0,2,10,"$83,000","$17,000",2,"$3,000","$8,000",6,2,2,6,switched Asst,suburban,public,Yes,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),1,1,3
2003/2004,71,NA,1,Phd/DBA,1,4,NA,NA,16,"$100,000","$25,000",3,"$3,600","$3,000",4,2,4,8,Asst,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,5
2003/2004,72,yes,2,MBA/MS,0,0,0,0,0,"$60,000",NA,1,NA,NA,8,NA,NA,NA,instructor,suburban,mixed,No,USA,US N.E.,Masters,NA,Have accepted,Teach (>4),0,0,0
2003/2004,73,NA,3,Phd/DBA,NA,NA,NA,NA,6,"$100,000","$25,000",3,"$4,100","$3,000",3,2,5,5,Asst,rural,public,NA,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2003/2004,74,NA,4,Phd/DBA,0,1,0,0,0,"$72,000",NA,NA,NA,$300,6,1,0,10,switched Asst,rural,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,0,1
2003/2004,75,yes,6,Phd/DBA,1,3,0,0,9,"$73,500","$1,500",1,"$2,000",NA,8,1,0,2,switched Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,4
2003/2004,76,NA,2,NA,0,7,0,0,2,"$64,000",NA,NA,NA,NA,8,2,2,7,Asst,rural,public,No,USA,US S.,Bachelor,Regional,Have accepted,Teach (>4),0,0,7
2003/2004,77,NA,NA,Phd/DBA,NA,4,NA,NA,13,"$62,000",NA,1,$500,NA,4,3,10,20,Asst,urban,private,No,USA,US W.,Doctorate,National,unspecified,Research (<=4),0,1,4
2004/2005,1,NA,6,MBA/MS,0,0,0,0,3,"$70,000",NA,NA,NA,"$3,000",8,1,0,5,switched Asst,suburban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,0,0
2004/2005,2,NA,1,MBA/MS,0,0,0,0,0,"$67,925",NA,1,$200,NA,8,2,NA,NA,instructor,urban,private,No,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),0,1,0
2004/2005,3,NA,0,Phd/DBA,0,1,0,0,2,"$70,000",NA,4,NA,NA,NA,1,50,5,Asst,urban,mixed,No,USA,NA,Doctorate,National,might accept,NA,0,0,1
2004/2005,4,yes,2,Phd/DBA,0,1,0,0,6,"$82,000",NA,NA,NA,NA,6,1,0,3,Asst,suburban,public,No,USA,US M.W.,Bachelor,National,won't accept,Teach (>4),0,0,1
2004/2005,5,yes,2,Phd/DBA,0,1,0,0,6,"$85,000","$7,000",2,NA,"$2,500",6,1,0,3,Asst,urban,private,No,USA,US M.W.,Bachelor,National,won't accept,Teach (>4),1,0,1
2004/2005,6,NA,7,Phd/DBA,1,5,4,0,30,"$36,000",NA,NA,NA,NA,24,1,2,5,associate/tenure,suburban,public,No,Spain,NA,Doctorate,NA,Have accepted,Teach (>4),0,0,6
2004/2005,7,NA,4,Phd/DBA,5,8,0,0,6,"$107,500","$25,000",3,NA,NA,4,3,4,15,switched Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,0,13
2004/2005,8,NA,14,Phd/DBA,4,30,4,0,5,"$120,400",NA,NA,NA,NA,4,2,1.5,8,full/chair,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,0,34
