Year,#,identity,Yrs_exp,Educ.,Top J Pubs,Ref J Pubs,Textbooks,Research Books,Other Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure Req Lvl,Tenure Req #A,Tenure Req #tot,Position,location,pub_prvt,Union?,Country,Region,schl_deg,accredit.,Accepted?,Tch/Res,%_Summer,%_Budget,tot_J pubs
2003/2004,14,yes,1,Phd/DBA,0,2,0,0,8," $78,500 "," $12,000 ",2," $1,700 "," $4,000 ",6,1,0,3,Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,2
2003/2004,15,,1,Phd/DBA,1,0,0,0,6," $105,000 "," $23,000 ",2," $3,500 "," $7,000 ",4,2,,,Asst,urban,,,USA,US W.,Doctorate,,Have accepted,Research (<=4),1,1,1
2003/2004,16,yes,1,Phd/DBA,0,2,0,0,8," $90,000 "," $10,000 ",1,," $5,000 ",4,2,,,Asst,rural,private,,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,0,2
2003/2004,17,yes,2,Phd/DBA,2,0,0,0,0," $110,000 "," $24,444 ",3," $3,000 "," $5,000 ",4,2,2,8,Asst,rural,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,2
2003/2004,18,yes,2,Phd/DBA,2,0,0,0,0," $103,000 "," $22,889 ",3," $3,000 "," $5,000 ",3,2,4,8,Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2003/2004,19,yes,2,Phd/DBA,2,0,0,0,0," $93,000 "," $20,667 ",3," $3,000 "," $5,000 ",4,1,1,6,Asst,rural,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,2
2003/2004,20,,3,Phd/DBA,1,2,0,0,0," $98,000 "," $11,760 ",1,,,4,2,3,10,Asst,suburban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,3
2003/2004,21,yes,3,MBA/MS,0,1,0,0,1," $52,000 ",,," $3,000 ",,4,,,,instructor,urban,,,Australia,,Doctorate,,Have accepted,Research (<=4),0,1,1
2003/2004,22,yes,15,Phd/DBA,0,6,0,0,7," $87,000 "," $10,800 ",2," $1,000 ",,3,1,0,5,switched Asst,suburban,public,X,USA,US S.,unspecified,National,Have accepted,Research (<=4),1,1,6
2003/2004,23,,9,BS/BA,1,3,0,0,6," $100,000 "," $14,000 ",2," $2,000 "," $8,000 ",4,1,,,switched Asst,suburban,private,No,USA,US M.W.,Masters,National,might accept,Research (<=4),1,1,4
2003/2004,24,,9,BS/BA,1,3,0,0,6," $100,000 "," $14,000 ",2," $2,000 "," $8,000 ",4,1,,,switched Asst,suburban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,4
2003/2004,25,yes,3,Phd/DBA,0,1,0,0,0," $80,000 ",,," $2,000 "," $2,000 ",6,1,0,5,Asst,suburban,public,X,USA,US W.,Masters,none,Have accepted,Teach (>4),0,1,1
2003/2004,26,yes,5,Phd/DBA,0,3,0,0,0," $85,000 ",,,,,5,2,,,switched Asst,suburban,public,,USA,US M.W.,Doctorate,,unspecified,Teach (>4),0,0,3
2003/2004,27,,1,Phd/DBA,1,1,0,0,4," $115,000 "," $25,555 ",3," $3,000 "," $8,000 ",3,2,5.5,10,Asst,urban,public,,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2003/2004,28,,2,Phd/DBA,,,,,," $98,000 "," $12,250 ",2," $5,000 "," $2,000 ",4,2,3,6,Asst,suburban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2003/2004,29,,0,Phd/DBA,1,14,0,0,0," $110,000 "," $25,000 ",3," $3,000 "," $3,500 ",4,3,5,10,Asst,suburban,public,No,USA,US S.,Doctorate,National,might accept,Research (<=4),1,1,15
2003/2004,30,,0,Phd/DBA,1,14,0,0,0," $110,000 "," $25,000 ",3," $3,000 "," $3,500 ",4,3,5,10,Asst,suburban,public,No,USA,US S.,Doctorate,National,might accept,Research (<=4),1,1,15
2003/2004,31,yes,1,Phd/DBA,1,9,0,0,0," $103,000 "," $23,000 ",3," $5,000 "," $8,000 ",3,2,5,10,Asst,suburban,public,No,USA,US W.,Doctorate,National,might accept,Research (<=4),1,1,10
2003/2004,32,,2,Phd/DBA,1,1,0,0,0," $112,500 "," $15,000 ",3," $5,000 "," $6,000 ",3,,4,10,Asst,urban,mixed,,USA,,Masters,National,won't accept,Research (<=4),1,1,2
2003/2004,33,,2,Phd/DBA,1,1,0,0,0," $110,000 "," $15,000 ",3," $10,000 "," $10,000 ",4,3,2,6,Asst,urban,private,,USA,,Masters,National,Have accepted,Research (<=4),1,1,2
2003/2004,34,yes,0.5,Phd/DBA,0,1,0,0,5," $84,000 ",,," $3,000 "," $3,000 ",5,1,0,4,Asst,rural,public,,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,1
2003/2004,35,yes,1,Phd/DBA,0,2,0,0,8," $97,000 "," $21,555 ",3,," $2,000 ",4,2,4,10,Asst,urban,mixed,,USA,US M.W.,Masters,National,might accept,Research (<=4),1,0,2
2003/2004,36,yes,4,Phd/DBA,0,1,0,0,2," $105,000 "," $23,000 ",3," $1,200 "," $8,000 ",4,2,,,Asst,suburban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2003/2004,37,yes,4,Phd/DBA,0,1,0,0,2," $103,000 "," $12,000 ",3," $3,000 "," $5,000 ",4,2,,,Asst,urban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,1
2003/2004,38,,0,Phd/DBA,1,2,,,6," $100,000 "," $22,500 ",3," $4,000 ",,4,2,5,10,Asst,urban,public,No,USA,US S.,Masters,National,might accept,Research (<=4),1,1,3
2003/2004,39,yes,27,Phd/DBA,3,26,0,0,24," $155,000 "," $20,000 ",5," $5,000 "," $10,000 ",3,2,1,8,full/chair,rural,mixed,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,29
2003/2004,40,yes,7,Phd/DBA,2,11,0,2,19," $108,000 "," $5,000 ",2,,,6,1,0,3,assoc/not tenured,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,13
2003/2004,41,,1,Phd/DBA,1,2,,,," $90,000 "," $15,000 ",2,," $5,000 ",4,,,,visitor,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,0,3
2003/2004,42,,1,Phd/DBA,2,2,,,3," $87,000 "," $5,000 ",1,," $1,000 ",6,2,1,5,Asst,urban,public,Yes,USA,US S.,Masters,National,might accept,Teach (>4),1,0,4
2003/2004,43,,1,Phd/DBA,0,2,0,0,4," $110,000 "," $24,400 ",3," $2,500 "," $3,500 ",3,2,4,8,Asst,rural,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2003/2004,44,,1,Phd/DBA,0,1,0,0,2," $120,000 "," $13,300 ",3,," $4,500 ",4,2,2,5,Asst,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,1
2003/2004,45,yes,4,,1,,,,12," $115,000 "," $15,000 ",3," $6,000 "," $7,000 ",3,2,2,6,switched Asst,urban,mixed,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,1
2003/2004,46,yes,7,Phd/DBA,0,0,0,0,3," $87,500 "," $10,000 ",1," $2,000 "," $3,000 ",6,2,1,4,Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,0
2003/2004,47,,2,Phd/DBA,0,4,,,5," $83,000 "," $10,000 ",1," $2,000 "," $3,500 ",5,2,2,6,switched Asst,urban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),1,1,4
2003/2004,48,,1,Phd/DBA,,,,,7," $85,000 "," $6,000 ",1," $3,000 "," $3,000 ",4,2,2,8,Asst,urban,private,,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,0
2003/2004,49,,3,,0,0,,,3," $85,000 "," $7,650 ",2,,,6,1,0,6,Asst,suburban,private,No,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,0,0
2003/2004,50,yes,2,Phd/DBA,,1,,,2," $90,000 ",,,," $10,000 ",6,2,1,5,Asst,rural,public,No,USA,US M.W.,unspecified,National,won't accept,Teach (>4),0,0,1
2003/2004,51,,1,,0,1,,,6," $85,000 ",,,,,9,1,,,Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,0,1
2003/2004,52,yes,14,Phd/DBA,,,,,," $144,000 ",,," $2,000 "," $5,000 ",5,2,,,assoc/not tenured,urban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,1,0
2003/2004,53,,5,Phd/DBA,2,7,0,0,1," $75,000 ",,, $400 ,,3,1,0,5,switched Asst,rural,public,No,USA,US S.,Masters,National,won't accept,Research (<=4),0,1,9
2003/2004,54,,5,Phd/DBA,2,7,0,0,1," $90,000 ",,, $400 ,,3,1,0,5,switched Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,1,9
2003/2004,55,,3,Phd/DBA,0,1,0,0,10," $105,000 "," $23,000 ",3,," $3,000 ",6,2,2,5,Asst,,public,,USA,,,National,Have accepted,Teach (>4),1,0,1
2003/2004,56,,3,Phd/DBA,0,1,0,0,10," $95,000 "," $20,000 ",2,,,4,2,4,6,Asst,,private,,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,0,1
2003/2004,57,,3,Phd/DBA,0,1,0,0,10," $80,000 ",,,,,6,1,1,3,Asst,,,,USA,US N.E.,Masters,,won't accept,Teach (>4),0,0,1
2003/2004,58,,0,Phd/DBA,0,0,0,0,2," $76,000 "," $10,000 ",3,," $6,000 ",6,2,1,3,Asst,suburban,public,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,0
2003/2004,59,yes,1,Phd/DBA,,,,,2," $48,000 ",,," $12,000 "," $4,000 ",2,2,2,6,Asst,urban,public,Yes,Canada,,Doctorate,,won't accept,Research (<=4),0,1,0
2003/2004,60,yes,1,Phd/DBA,0,0,0,0,2," $48,000 ",,," $5,000 "," $10,000 ",2,2,,,Asst,urban,public,Yes,New Zealand,,Doctorate,,Have accepted,Research (<=4),0,1,0
2003/2004,61,,10,Phd/DBA,4,25,1,1,30," $130,000 ",,,," $8,000 ",3,2,,,full/chair,suburban,mixed,Yes,USA,US M.W.,Masters,National,Have accepted,Research (<=4),0,0,29
2003/2004,62,,9,BS/BA,1,6,0,0,0," $100,000 "," $10,000 ",2," $2,000 "," $8,000 ",4,1,0,6,assoc/not tenured,urban,private,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,7
2003/2004,63,yes,0.5,Phd/DBA,,2,,,8," $62,500 ",,," $2,000 ",,4,2,0,5,Asst,urban,public,Yes,Canada,,Doctorate,National,Have accepted,Research (<=4),0,1,2
2003/2004,64,yes,6,Phd/DBA,0,1,0,0,5," $80,000 "," $5,000 ",1,," $2,100 ",6,2,,,switched Asst,urban,mixed,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,1
2003/2004,65,,1,Phd/DBA,,5,,,10," $95,000 "," $7,500 ",2,," $2,500 ",6,1,,,Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,5
2003/2004,66,,4,Phd/DBA,0,0,0,0,4," $82,000 "," $7,500 ",2, $750 ,,6,2,4,6,switched Asst,urban,public,Yes,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2003/2004,67,,5,Phd/DBA,0,2,1,0,15," $95,000 ",,," $3,000 "," $5,000 ",7,1,0,5,switched Asst,urban,public,Yes,USA,US M.W.,Masters,National,won't accept,Teach (>4),0,1,2
2003/2004,68,,5,Phd/DBA,0,2,1,0,15," $93,000 ",,," $2,000 "," $6,000 ",8,2,2,10,switched Asst,suburban,mixed,No,USA,US N.E.,Masters,Regional,Have accepted,Teach (>4),0,1,2
2003/2004,69,,5,Phd/DBA,0,2,1,0,15," $90,000 ",,," $2,000 "," $4,000 ",7,2,0,10,switched Asst,suburban,mixed,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,1,2
2003/2004,70,yes,12,Phd/DBA,0,3,0,2,10," $83,000 "," $17,000 ",2," $3,000 "," $8,000 ",6,2,2,6,switched Asst,suburban,public,Yes,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),1,1,3
2003/2004,71,,1,Phd/DBA,1,4,,,16," $100,000 "," $25,000 ",3," $3,600 "," $3,000 ",4,2,4,8,Asst,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,5
2003/2004,72,yes,2,MBA/MS,0,0,0,0,0," $60,000 ",,1,,,8,,,,instructor,suburban,mixed,No,USA,US N.E.,Masters,,Have accepted,Teach (>4),0,0,0
2003/2004,73,,3,Phd/DBA,,,,,6," $100,000 "," $25,000 ",3," $4,100 "," $3,000 ",3,2,5,5,Asst,rural,public,,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2003/2004,74,,4,Phd/DBA,0,1,0,0,0," $72,000 ",,,, $300 ,6,1,0,10,switched Asst,rural,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,0,1
2003/2004,75,yes,6,Phd/DBA,1,3,0,0,9," $73,500 "," $1,500 ",1," $2,000 ",,8,1,0,2,switched Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,4
2003/2004,76,,2,,0,7,0,0,2," $64,000 ",,,,,8,2,2,7,Asst,rural,public,No,USA,US S.,Bachelor,Regional,Have accepted,Teach (>4),0,0,7
2003/2004,77,,,Phd/DBA,,4,,,13," $62,000 ",,1, $500 ,,4,3,10,20,Asst,urban,private,No,USA,US W.,Doctorate,National,unspecified,Research (<=4),0,1,4
2004/2005,1,,6,MBA/MS,0,0,0,0,3," $70,000 ",,,," $3,000 ",8,1,0,5,switched Asst,suburban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,0,0
2004/2005,2,,1,MBA/MS,0,0,0,0,0," $67,925 ",,1, $200 ,,8,2,,,instructor,urban,private,No,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),0,1,0
2004/2005,3,,0,Phd/DBA,0,1,0,0,2," $70,000 ",,4,,,,1,50,5,Asst,urban,mixed,No,USA,,Doctorate,National,might accept, ,0,0,1
2004/2005,4,yes,2,Phd/DBA,0,1,0,0,6," $82,000 ",,,,,6,1,0,3,Asst,suburban,public,No,USA,US M.W.,Bachelor,National,won't accept,Teach (>4),0,0,1
2004/2005,5,yes,2,Phd/DBA,0,1,0,0,6," $85,000 "," $7,000 ",2,," $2,500 ",6,1,0,3,Asst,urban,private,No,USA,US M.W.,Bachelor,National,won't accept,Teach (>4),1,0,1
2004/2005,6,,7,Phd/DBA,1,5,4,0,30," $36,000 ",,,,,24,1,2,5,associate/tenure,suburban,public,No,Spain,,Doctorate,,Have accepted,Teach (>4),0,0,6
2004/2005,7,,4,Phd/DBA,5,8,0,0,6," $107,500 "," $25,000 ",3,,,4,3,4,15,switched Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,0,13
2004/2005,8,,14,Phd/DBA,4,30,4,0,5," $120,400 ",,,,,4,2,1.5,8,full/chair,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,0,34
2004/2005,9,yes,4,Phd/DBA,0,2,0,0,6," $100,000 "," $10,000 ",3," $6,000 "," $5,000 ",4,2,2,5,switched Asst,suburban,public,X,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,2
2004/2005,10,yes,2,Phd/DBA,0,0,0,0,1," $85,000 ",,,," $1,000 ",6,2,0,3,Asst,rural,public,No,USA,US M.W.,Bachelor,Regional,Have accepted,Teach (>4),0,0,0
2004/2005,11,,3,Phd/DBA,0,0,0,0,4," $74,000 ",,,,,8,1,0,3,Asst,rural,public,,USA,US N.E.,Masters,,won't accept,Teach (>4),0,0,0
2004/2005,12,yes,1,Phd/DBA,0,0,0,0,4," $123,000 ",,," $2,000 "," $24,000 ",4,2,0,6,Asst,suburban,private,,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,0
2004/2005,13,yes,1,Phd/DBA,0,1,0,0,8," $80,000 "," $8,000 ",3,," $3,000 ",5,1,0,4,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),1,0,1
2004/2005,14,,2,,0,0,0,0,0," $95,000 "," $9,500 ",2,," $5,000 ",5,1,,,Asst,urban,private,,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2004/2005,15,yes,4,Phd/DBA,0,0,0,0,8," $85,000 "," $7,000 ",2,," $2,500 ",6,3,0,8,Asst,urban,private,,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,0,0
2004/2005,16,yes,4,Phd/DBA,0,0,0,0,8," $87,500 ",,,," $2,000 ",6,3,0,8,Asst,rural,public,,USA,US S.,Masters,National,Have accepted,Teach (>4),0,0,0
2004/2005,17,,7,Phd/DBA,0,1,1,0,3," $90,000 ",,,,,12,1,3,10,Asst,urban,private,No,USA,US S.,Doctorate,Regional,Have accepted,Teach (>4),0,0,1
2004/2005,18,,4,Phd/DBA,0,1,0,0,1," $77,000 "," $4,000 ",3,,,6,2,0,3.5,Asst,urban,private,,USA,US N.E.,Masters,National,won't accept,Teach (>4),1,0,1
2004/2005,19,,5,Phd/DBA,2,2,0,0,5," $91,000 "," $8,000 ",1," $2,000 "," $4,000 ",4,2,1,5,switched Asst,suburban,public,,USA,US M.W.,Masters,National,might accept,Research (<=4),1,1,4
2004/2005,20,,9,Phd/DBA,3,8,0,0,5," $60,000 ",,,,,5,,,,instructor,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),0,0,11
2004/2005,21,,4,Phd/DBA,0,0,0,0,3," $87,000 "," $10,000 ",3," $3,400 "," $7,500 ",4,2,1,4,assoc/not tenured,suburban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2004/2005,22,,7,Phd/DBA,2,2,0,0,5," $92,000 "," $8,000 ",3," $2,000 "," $3,500 ",5,2,3,7,switched Asst,urban,private,,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,4
2004/2005,23,,7,Phd/DBA,2,2,0,0,5," $80,000 ",,," $1,800 "," $2,000 ",6,0,0,0,visitor,suburban,public,,USA,US W.,Doctorate,National,might accept,Teach (>4),0,1,4
2004/2005,24,yes,6,Phd/DBA,1,1,0,0,5," $110,000 "," $24,000 ",3," $3,000 "," $3,000 ",3,2,,,Asst,urban,public,,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2004/2005,25,yes,9,Phd/DBA,6,6,4,0,20," $160,000 ",,," $5,000 "," $10,000 ",4,2,5,5,associate/tenure,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,12
2004/2005,26,,6,Phd/DBA,2,4,0,0,12," $85,000 "," $17,000 ",2," $2,500 "," $5,000 ",4,2,5,6,Asst,suburban,private,,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,6
2004/2005,27,yes,9,Phd/DBA,7,2,0,0,6," $160,000 "," $15,000 ",4," $10,000 "," $10,000 ",4,2,4,8,associate/tenure,urban,private,No,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,9
2004/2005,28,yes,14,Phd/DBA,0,10,0,0,63," $82,500 "," $6,500 ",3," $8,000 "," $1,000 ",4,1,0,5,full/chair,suburban,public,No,USA,US S.,Bachelor,Regional,Have accepted,Research (<=4),1,1,10
2004/2005,29,yes,4,Phd/DBA,0,2,0,0,6," $80,000 ",,," $2,500 "," $7,200 ",4,2,0,6,assoc/not tenured,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,2
2004/2005,30,,2,Phd/DBA,2,4,0,0,4," $95,000 "," $8,000 ",1,," $2,500 ",4,2,1,5,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,0,6
2004/2005,31,yes,4,Phd/DBA,0,7,0,1,35," $90,000 ",,,," $6,000 ",6,2,0,12,switched Asst,rural,public,Yes,USA,US M.W.,Masters,National,won't accept,Teach (>4),0,0,7
2004/2005,32,,1,Phd/DBA,0,0,0,0,2," $68,000 ",,,,,8,1,0,4,Asst,suburban,public,No,USA,US S.,Masters,Local,won't accept,Teach (>4),0,0,0
2004/2005,33,,3,Phd/DBA,0,0,0,0,6," $84,500 ",,," $1,000 "," $2,000 ",6,1,0,6,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,0
2004/2005,34,yes,4,Phd/DBA,0,0,0,0,6," $85,500 "," $15,200 ",2,," $4,500 ",6,2,0,6,Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2004/2005,35,yes,1,Phd/DBA,0,0,0,0,3," $80,000 ",,," $10,000 "," $15,000 ",7,2,3,7,switched Asst,suburban,public,No,canada,,Doctorate,National,Have accepted,Teach (>4),0,1,0
2004/2005,36,yes,10,Phd/DBA,0,15,2,0,35," $95,000 ",,,," $12,000 ",6,1,0,4,assoc/not tenured,suburban,private,Yes,USA,US N.E.,Bachelor,Regional,Have accepted,Teach (>4),0,0,15
2004/2005,37,,1,Phd/DBA,0,2,0,0,1," $18,000 ",,,,,,,,,associate/tenure,urban,public,Yes,India,,Doctorate,Local,Have accepted, ,0,0,2
2004/2005,38,,7,Phd/DBA,6,9,0,0,19," $135,500 "," $30,111 ",3,," $5,500 ",4,2,3,7.5,switched Asst,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,0,15
2004/2005,39,,2,Phd/DBA,1,3,0,0,3," $92,000 "," $5,000 ",2, $650 ," $2,500 ",7,1,0,3,Asst,suburban,public,No,USA,US M.W.,Masters,none,Have accepted,Teach (>4),1,1,4
2004/2005,40,yes,3,MBA/MS,0,10,0,2,30," $64,000 ",,,,,8,,,,switched Asst,urban,mixed,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,0,10
2004/2005,41,yes,3,Phd/DBA,0,2,0,0,9," $45,000 ",,,,,10,,,,Asst,rural,mixed,No,USA,US S.,Bachelor,Regional,won't accept,Teach (>4),0,0,2
2004/2005,42,yes,0,Phd/DBA,0,1,0,0,8," $115,000 "," $25,500 ",3," $9,000 "," $6,000 ",3,3,6,10,Asst,urban,private,,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2004/2005,43,,11,Phd/DBA,6,7,4,0,16," $160,000 ",,," $6,000 "," $10,000 ",4,2,2,5,associate/tenure,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,13
2004/2005,44,yes,2,Phd/DBA,0,0,0,0,0," $82,000 "," $3,000 ",2,,,6,1,0,6,Asst,suburban,private,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,0
2004/2005,45,yes,1,MBA/MS,,,,,10," $85,000 "," $10,000 ",2," $5,000 "," $5,000 ",5,1,1,6,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,0
2004/2005,46,,8,,1,0,0,0,3," $95,000 ",,1,," $7,000 ",4,2,2,7,Asst,suburban,private,,USA,US N.E.,Masters,Regional,Have accepted,Research (<=4),0,0,1
2004/2005,47,yes,2,Phd/DBA,0,1,0,0,4," $96,500 "," $6,500 ",3," $3,500 "," $4,000 ",5,1,0,5,Asst,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,1
2004/2005,48,,7,Phd/DBA,4,3,0,0,," $105,000 "," $9,000 ",2,," $5,000 ",4,2,,,assoc/not tenured,urban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,0,7
2004/2005,49,,0,Phd/DBA,0,,,1,6," $82,000 ",,," $5,000 "," $5,000 ",5,1,0,5,Asst,suburban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,1,0
2004/2005,50,,1,Phd/DBA,0,2,0,0,5," $58,000 ",,,," $2,000 ",8,1,0,5,Asst,rural,public,No,USA,US M.W.,Bachelor,Regional,Have accepted,Teach (>4),0,0,2
2004/2005,51,yes,,Phd/DBA,0,1,0,0,0," $12,000 ",,,,,2,3,1,10,switched Asst,urban,public,Yes,India,,Bachelor,none,Have accepted,Research (<=4),0,0,1
2004/2005,52,,9,Phd/DBA,3,8,,,," $105,000 ",,1," $2,800 ",,5,2,4,10,visitor,suburban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,11
2004/2005,53,yes,0,Phd/DBA,0,4,0,2,10," $54,500 ",,," $3,000 ",,4,2,,,visitor,urban,public,Yes,Canada,,Bachelor,Regional,Have accepted,Research (<=4),0,1,4
2004/2005,54,,2,Phd/DBA,0,4,,,4," $90,000 ",,,," $4,000 ",3,2,,6,Asst,unspecified,public,No,USA,US M.W.,Bachelor,,Have accepted,Research (<=4),0,0,4
2004/2005,55,,0.5,Phd/DBA,0,0,0,0,9," $87,500 "," $5,000 ",3," $15,000 "," $5,000 ",5,,1,8.5,switched Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2004/2005,56,,,,0,0,0,0,9," $75,000 ",,,,,4,1,0,6,Asst,urban,private,No,USA,US N.E.,Bachelor,,won't accept,Research (<=4),0,0,0
2004/2005,57,,1,Phd/DBA,0,0,0,0,9," $68,000 "," $3,000 ",2,," $4,000 ",8,1,0,3,Asst,rural,public,,USA,US W.,Bachelor,,won't accept,Teach (>4),1,0,0
2005/2006,1,,1,Phd/DBA,0,1,0,0,0," $60,840 ",,," $2,000 "," $5,000 ",4,2,0,3,Asst,urban,public,Yes,Australia,,Doctorate,National,Have accepted,Research (<=4),0,1,1
2005/2006,2,yes,2,Phd/DBA,0,0,0,0,1," $100,000 "," $22,000 ",2," $5,000 "," $4,500 ",4,3,2,6,Asst,suburban,public,No,USA,US M.W.,unspecified,National,Have accepted,Research (<=4),1,1,0
2005/2006,3,yes,3,Phd/DBA,0,2,0,0,10," $87,500 "," $13,000 ",5," $2,000 "," $1,000 ",6,1,0,5,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,2
2005/2006,4,,1,Phd/DBA,0,5,0,0,10," $73,000 ",,," $1,200 "," $4,000 ",5,2,0,8,Asst,urban,public,Yes,Canada,,Masters,,Have accepted,Teach (>4),0,1,5
2005/2006,5,,4,Phd/DBA,3,8,0,0,2," $126,000 "," $27,000 ",3," $11,000 ",,3,3,6,12,switched Asst,suburban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,11
2005/2006,6,yes,2,Phd/DBA,0,0,0,0,0," $100,000 "," $10,000 ",2," $3,000 "," $4,000 ",5,2,1,5,Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,0
2005/2006,7,,3,MBA/MS,0,0,0,0,2," $85,000 ",,,,,7,0,2,4,instructor,urban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,0,0
2005/2006,8,,1,Phd/DBA,0,0,0,0,5," $90,000 ",,,,,4,1,0,2,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,0,0
2005/2006,9,,1,Phd/DBA,3,6,0,0,12," $107,000 "," $22,000 ",3," $5,000 "," $6,000 ",4,2,3,8,Asst,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,9
2005/2006,10,yes,8,Phd/DBA,5,23,0,0,8," $164,000 "," $41,000 ",," $13,000 "," $9,000 ",3,2,,,full/chair,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,28
2005/2006,11,yes,6,,0,10,0,0,12," $90,000 "," $5,000 ",3," $2,000 "," $5,000 ",5,2,1,7,switched Asst,urban,public,No,USA,US W.,Masters,National,might accept,Teach (>4),1,1,10
